                  epoch,             train/loss,  metrics/accuracy_top1,  metrics/accuracy_top5,               val/loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      0,                 0.1601,                    0.5,                      1,                0.06498,                 0.0937,                 0.0007,                 0.0007
                      1,                0.14414,                    0.5,                      1,                0.06501,               0.086493,              0.0014926,              0.0014926
